DATUM,CAS,SUM_of_MNOZSTVO
10/07/2013,330,139746.90712
10/07/2013,345,143376.25943
10/07/2013,360,146340.40823
10/07/2013,375,149677.61923
10/07/2013,390,151922.2335
10/07/2013,405,153205.86923
10/07/2013,420,155412.96417
10/07/2013,435,157803.95526
10/07/2013,450,160220.0587
10/07/2013,465,162544.70452
10/07/2013,480,163244.52902
10/07/2013,495,164903.82024
10/07/2013,510,165699.89284
10/07/2013,525,166134.8741
10/07/2013,540,166169.18876
10/07/2013,555,166059.30887
10/07/2013,570,165797.50874
10/07/2013,585,167281.22391
10/07/2013,600,168294.70624
10/07/2013,615,169579.14987
10/07/2013,630,170764.26383
10/07/2013,645,170315.82955
10/07/2013,660,170286.92412
10/07/2013,675,170873.20554
10/07/2013,690,170818.60548
10/07/2013,705,170336.48673
10/07/2013,720,169113.13711
10/07/2013,735,168383.0277
10/07/2013,750,167904.44122
10/07/2013,765,166460.69585
10/07/2013,780,165366.41349
10/07/2013,795,164678.3975
10/07/2013,810,163190.99469
10/07/2013,825,162469.70427
10/07/2013,840,161899.32671
10/07/2013,855,158413.91266
10/07/2013,870,157376.68676
10/07/2013,885,155671.82218
10/07/2013,900,153483.36017
10/07/2013,915,152408.42376
10/07/2013,930,152550.26783
10/07/2013,945,151223.73793
10/07/2013,960,148741.67161
10/07/2013,975,146463.24429
10/07/2013,990,144511.15285
10/07/2013,1005,143316.42321
10/07/2013,1020,142977.39179
10/07/2013,1035,140606.62616
10/07/2013,1050,138997.13834
10/07/2013,1065,137956.69114
10/07/2013,1080,136355.3704
10/07/2013,1095,133942.94373
10/07/2013,1110,132345.44941
10/07/2013,1125,131229.95614
10/07/2013,1140,130224.16032
10/07/2013,1155,129227.70746
10/07/2013,1170,127286.53015
10/07/2013,1185,126100.94587
10/07/2013,1200,123286.98125
10/07/2013,1215,120233.85445
10/07/2013,1230,120464.23365
10/07/2013,1245,119961.09389
10/07/2013,1260,118725.50241
10/07/2013,1275,116269.21771
10/07/2013,1290,115322.04132
10/07/2013,1305,114757.66747
10/07/2013,1320,112130.14579
11/07/2013,-105,107644.09863
11/07/2013,-90,107002.64261
11/07/2013,-75,105864.85814
11/07/2013,-60,104763.50389
11/07/2013,-45,105749.47917
11/07/2013,-30,105360.91459
11/07/2013,-15,104723.52488
11/07/2013,0,104128.43976
11/07/2013,15,104236.3033
11/07/2013,30,103333.44687
11/07/2013,45,103134.39223
11/07/2013,60,103112.94979
11/07/2013,75,102932.63112
11/07/2013,90,102744.14735
11/07/2013,105,101652.03379
11/07/2013,120,101720.61035
11/07/2013,135,103533.96668
11/07/2013,150,105400.71576
11/07/2013,165,106428.60259
11/07/2013,180,107308.94665
11/07/2013,195,108886.48991
11/07/2013,210,111410.96384
11/07/2013,225,113236.32532
11/07/2013,240,114717.58104
11/07/2013,255,119419.5451
11/07/2013,270,123595.25556
11/07/2013,285,125626.78226
11/07/2013,300,129805.71946
11/07/2013,315,134153.11798
11/07/2013,330,136524.53073
11/07/2013,345,139909.77765
11/07/2013,360,142058.39952
11/07/2013,375,145654.04212
11/07/2013,390,147870.01535
11/07/2013,405,147396.73433
11/07/2013,420,149406.87282
11/07/2013,435,152047.54317
11/07/2013,450,153673.13114
11/07/2013,465,153568.17896
11/07/2013,480,155154.49899
11/07/2013,495,155794.88432
11/07/2013,510,156890.59575
11/07/2013,525,157682.49462
11/07/2013,540,158027.06335
11/07/2013,555,156696.51975
11/07/2013,570,157452.80147
11/07/2013,585,156836.72549
11/07/2013,600,157030.91155
11/07/2013,615,159834.17721
11/07/2013,630,159813.36234
11/07/2013,645,159695.19967
11/07/2013,660,158305.74046
11/07/2013,675,157765.6476
11/07/2013,690,158227.49374
11/07/2013,705,158302.16293
11/07/2013,720,155955.54274
11/07/2013,735,156407.82425
11/07/2013,750,156144.00778
11/07/2013,765,154655.88932
11/07/2013,780,154588.87954
11/07/2013,795,153439.75053
11/07/2013,810,152202.59472
11/07/2013,825,149900.5587
11/07/2013,840,148587.67655
11/07/2013,855,147315.69491
11/07/2013,870,146485.33625
11/07/2013,885,142597.60234
11/07/2013,900,142542.35722
11/07/2013,915,141978.25255
11/07/2013,930,140384.57266
11/07/2013,945,138301.63816
11/07/2013,960,137238.64105
11/07/2013,975,135010.51459
11/07/2013,990,133664.72576
11/07/2013,1005,133224.28531
11/07/2013,1020,132836.36002
11/07/2013,1035,130275.02617
11/07/2013,1050,129159.37225
11/07/2013,1065,127274.25501
11/07/2013,1080,127316.49381
11/07/2013,1095,124617.10606
11/07/2013,1110,123745.8028
11/07/2013,1125,123050.31261
11/07/2013,1140,122209.30081
11/07/2013,1155,120899.86358
11/07/2013,1170,119105.81968
11/07/2013,1185,117281.79282
11/07/2013,1200,114502.6929
11/07/2013,1215,113236.60492
11/07/2013,1230,113217.63193
11/07/2013,1245,111545.91488
11/07/2013,1260,110093.05356
11/07/2013,1275,107874.97505
11/07/2013,1290,107874.23686
11/07/2013,1305,106268.72976
11/07/2013,1320,104209.62757
12/07/2013,-105,103374.82255
12/07/2013,-90,102817.56145
12/07/2013,-75,102662.83884
12/07/2013,-60,100993.73141
12/07/2013,-45,101245.41974
12/07/2013,-30,100978.98355
12/07/2013,-15,101168.91639
12/07/2013,0,100819.806
12/07/2013,15,100560.16354
12/07/2013,30,100408.82004
12/07/2013,45,100595.52994
12/07/2013,60,100743.36741
12/07/2013,75,101018.27185
12/07/2013,90,100999.35891
12/07/2013,105,100035.07378
12/07/2013,120,100502.67315
12/07/2013,135,103229.68907
12/07/2013,150,104085.13791
12/07/2013,165,105088.56066
12/07/2013,180,106104.71788
12/07/2013,195,107348.19193
12/07/2013,210,109194.66939
12/07/2013,225,110557.51118
12/07/2013,240,111885.83017
12/07/2013,255,117775.30255
12/07/2013,270,122023.88024
12/07/2013,285,123811.76803
12/07/2013,300,126706.68185
12/07/2013,315,132115.7695
12/07/2013,330,135136.56709
12/07/2013,345,136685.33581
12/07/2013,360,138774.83948
12/07/2013,375,141815.47061
12/07/2013,390,143536.85053
12/07/2013,405,145013.16806
12/07/2013,420,146766.6003
12/07/2013,435,148777.8049
12/07/2013,450,150239.75963
12/07/2013,465,151977.85036
12/07/2013,480,152430.25768
12/07/2013,495,153274.87105
12/07/2013,510,153473.47627
12/07/2013,525,154105.65278
12/07/2013,540,154015.38501
12/07/2013,555,153634.3239
12/07/2013,570,153092.67789
12/07/2013,585,154153.17133
12/07/2013,600,154741.45653
12/07/2013,615,155934.21258
12/07/2013,630,157024.66245
12/07/2013,645,156620.04316
12/07/2013,660,155825.75209
12/07/2013,675,155512.99919
12/07/2013,690,156069.92785
12/07/2013,705,155258.98415
12/07/2013,720,152668.05631
12/07/2013,735,152267.11819
12/07/2013,750,153073.65827
12/07/2013,765,152184.95377
12/07/2013,780,150829.96529
12/07/2013,795,150321.79392
12/07/2013,810,149335.62313
12/07/2013,825,147334.84804
12/07/2013,840,145920.38941
12/07/2013,855,143743.34451
12/07/2013,870,143360.85496
12/07/2013,885,140879.53376
12/07/2013,900,140324.77415
12/07/2013,915,140186.11983
12/07/2013,930,139173.67654
12/07/2013,945,137669.25711
12/07/2013,960,136186.09736
12/07/2013,975,134674.35274
12/07/2013,990,133405.63186
12/07/2013,1005,132258.36144
12/07/2013,1020,131669.46702
12/07/2013,1035,129471.01587
12/07/2013,1050,128298.76499
12/07/2013,1065,127567.73593
12/07/2013,1080,125662.10654
12/07/2013,1095,124081.48247
12/07/2013,1110,122490.68624
12/07/2013,1125,121306.02266
12/07/2013,1140,120563.64579
12/07/2013,1155,119077.90187
12/07/2013,1170,117968.35558
12/07/2013,1185,116003.73277
12/07/2013,1200,112112.07462
12/07/2013,1215,111949.48659
12/07/2013,1230,112289.58067
12/07/2013,1245,111528.50383
12/07/2013,1260,110522.8165
12/07/2013,1275,109249.05089
12/07/2013,1290,108264.59062
12/07/2013,1305,106898.57738
12/07/2013,1320,105225.08978
13/07/2013,-105,102038.5883
13/07/2013,-90,101091.3285
13/07/2013,-75,100697.02025
13/07/2013,-60,99926.867632
13/07/2013,-45,99845.468657
13/07/2013,-30,100008.66469
13/07/2013,-15,99717.535528
13/07/2013,0,99214.395153
13/07/2013,15,98668.044186
13/07/2013,30,98349.430376
13/07/2013,45,98382.860352
13/07/2013,60,98706.865181
13/07/2013,75,98800.090234
13/07/2013,90,98654.536257
13/07/2013,105,97875.374732
13/07/2013,120,97871.31833
13/07/2013,135,99535.334647
13/07/2013,150,101365.24367
13/07/2013,165,101679.20173
13/07/2013,180,100985.23248
13/07/2013,195,100556.59411
13/07/2013,210,100396.0675
13/07/2013,225,99913.341969
13/07/2013,240,98548.869975
13/07/2013,255,99317.451419
13/07/2013,270,100872.14068
13/07/2013,285,101541.27582
13/07/2013,300,102276.06339
13/07/2013,315,103609.79819
13/07/2013,330,103932.79798
13/07/2013,345,103287.47298
13/07/2013,360,103728.74564
13/07/2013,375,104842.01706
13/07/2013,390,105883.05844
13/07/2013,405,105916.29732
13/07/2013,420,107649.49991
13/07/2013,435,109573.20716
13/07/2013,450,110770.0557
13/07/2013,465,111934.87222
13/07/2013,480,112063.17674
13/07/2013,495,113212.81303
13/07/2013,510,115486.39056
13/07/2013,525,116055.28231
13/07/2013,540,116036.91349
13/07/2013,555,116155.27317
13/07/2013,570,115656.95191
13/07/2013,585,114769.41553
13/07/2013,600,115665.78393
13/07/2013,615,117107.22059
13/07/2013,630,116880.30063
13/07/2013,645,117399.7336
13/07/2013,660,116208.59206
13/07/2013,675,114830.61336
13/07/2013,690,115768.1355
13/07/2013,705,115014.30887
13/07/2013,720,112985.92191
13/07/2013,735,113737.82587
13/07/2013,750,114955.58372
13/07/2013,765,113418.04446
13/07/2013,780,113766.67428
13/07/2013,795,112965.61118
13/07/2013,810,113097.66223
13/07/2013,825,113250.11642
13/07/2013,840,113445.55053
13/07/2013,855,111294.47638
13/07/2013,870,111449.53825
13/07/2013,885,110306.72705
13/07/2013,900,110801.94274
13/07/2013,915,110804.22177
13/07/2013,930,111674.2724
13/07/2013,945,111482.84615
13/07/2013,960,111205.7908
13/07/2013,975,111073.37544
13/07/2013,990,110243.91006
13/07/2013,1005,110051.39592
13/07/2013,1020,110375.43765
13/07/2013,1035,110264.91986
13/07/2013,1050,110767.09135
13/07/2013,1065,109685.42045
13/07/2013,1080,108450.8293
13/07/2013,1095,107208.00965
13/07/2013,1110,106241.03435
13/07/2013,1125,106097.00146
13/07/2013,1140,105643.81708
13/07/2013,1155,104535.50914
13/07/2013,1170,103541.66448
13/07/2013,1185,101959.81615
13/07/2013,1200,100071.28851
13/07/2013,1215,99147.090866
13/07/2013,1230,98472.68049
13/07/2013,1245,98086.91287
13/07/2013,1260,97116.178403
13/07/2013,1275,96520.388294
13/07/2013,1290,95393.960366
13/07/2013,1305,93405.583523
13/07/2013,1320,91634.681867
14/07/2013,-105,88896.731841
14/07/2013,-90,88196.344688
14/07/2013,-75,86982.262378
14/07/2013,-60,86785.526085
14/07/2013,-45,87116.416217
14/07/2013,-30,87091.210821
14/07/2013,-15,86447.967805
14/07/2013,0,86466.26894
14/07/2013,15,86252.403068
14/07/2013,30,86207.343551
14/07/2013,45,86500.675819
14/07/2013,60,86116.434175
14/07/2013,75,86066.623619
14/07/2013,90,86015.234729
14/07/2013,105,85444.51082
14/07/2013,120,86117.548826
14/07/2013,135,86819.406151
14/07/2013,150,88158.626542
14/07/2013,165,89454.073134
14/07/2013,180,89570.727835
14/07/2013,195,89567.404192
14/07/2013,210,89161.737107
14/07/2013,225,88639.639783
14/07/2013,240,87851.559114
14/07/2013,255,89489.59436
14/07/2013,270,90261.81538
14/07/2013,285,90586.597158
14/07/2013,300,91760.051066
14/07/2013,315,95462.621628
14/07/2013,330,95781.711932
14/07/2013,345,95736.410083
14/07/2013,360,96633.597333
14/07/2013,375,98500.851153
14/07/2013,390,99236.174666
14/07/2013,405,99213.176583
14/07/2013,420,100152.35621
14/07/2013,435,102117.00582
14/07/2013,450,104079.68569
14/07/2013,465,105133.7461
14/07/2013,480,105686.10521
14/07/2013,495,106716.50134
14/07/2013,510,108164.91426
14/07/2013,525,108137.57391
14/07/2013,540,108109.27457
14/07/2013,555,108853.03753
14/07/2013,570,108875.9961
14/07/2013,585,108822.30547
14/07/2013,600,109122.12457
14/07/2013,615,111124.00381
14/07/2013,630,111431.1372
14/07/2013,645,112096.64012
14/07/2013,660,112454.94512
14/07/2013,675,112364.46509
14/07/2013,690,112599.1571
14/07/2013,705,112663.35228
14/07/2013,720,112142.32734
14/07/2013,735,112632.32263
14/07/2013,750,113146.90877
14/07/2013,765,113419.04235
14/07/2013,780,112792.53049
14/07/2013,795,113531.7496
14/07/2013,810,113558.16136
14/07/2013,825,113049.38775
14/07/2013,840,112512.21292
14/07/2013,855,113421.57449
14/07/2013,870,112397.38501
14/07/2013,885,110677.47678
14/07/2013,900,111029.26519
14/07/2013,915,111781.02048
14/07/2013,930,111424.93078
14/07/2013,945,111979.71851
14/07/2013,960,112420.45164
14/07/2013,975,111660.74824
14/07/2013,990,110869.0356
14/07/2013,1005,110807.57545
14/07/2013,1020,110294.43419
14/07/2013,1035,109925.19559
14/07/2013,1050,109019.71726
14/07/2013,1065,108102.10793
14/07/2013,1080,107710.37946
14/07/2013,1095,108462.59105
14/07/2013,1110,107778.84562
14/07/2013,1125,106949.74093
14/07/2013,1140,106164.57928
14/07/2013,1155,104761.79658
14/07/2013,1170,102360.43104
14/07/2013,1185,99123.831754
14/07/2013,1200,97198.893099
14/07/2013,1215,93175.873014
14/07/2013,1230,91123.315921
14/07/2013,1245,89190.631658
14/07/2013,1260,87600.523971
14/07/2013,1275,85423.618515
14/07/2013,1290,83719.008223
14/07/2013,1305,82404.380314
14/07/2013,1320,80959.634215
15/07/2013,-105,80479.427127
15/07/2013,-90,79786.714496
15/07/2013,-75,79152.031859
15/07/2013,-60,78685.412099
15/07/2013,-45,79268.3208
15/07/2013,-30,79601.088069
15/07/2013,-15,79817.637332
15/07/2013,0,79423.283246
15/07/2013,15,79183.772254
15/07/2013,30,79849.831935
15/07/2013,45,79909.348129
15/07/2013,60,82647.889055
15/07/2013,75,84140.112602
15/07/2013,90,84287.653655
15/07/2013,105,84539.435843
15/07/2013,120,85190.342871
15/07/2013,135,87344.421101
15/07/2013,150,88817.539231
15/07/2013,165,90356.942419
15/07/2013,180,91470.972963
15/07/2013,195,95615.529047
15/07/2013,210,98276.870258
15/07/2013,225,101458.26646
15/07/2013,240,105859.6202
15/07/2013,255,114653.4102
15/07/2013,270,119869.36323
15/07/2013,285,123240.85118
15/07/2013,300,126472.56523
15/07/2013,315,130437.49853
15/07/2013,330,133722.31972
15/07/2013,345,136559.35714
15/07/2013,360,139084.11838
15/07/2013,375,142955.42951
15/07/2013,390,144565.05941
15/07/2013,405,144328.42492
15/07/2013,420,146398.65153
15/07/2013,435,149821.27629
15/07/2013,450,151659.88437
15/07/2013,465,152272.33794
15/07/2013,480,153755.858
15/07/2013,495,154523.3794
15/07/2013,510,156234.64034
15/07/2013,525,156624.26643
15/07/2013,540,155738.70078
15/07/2013,555,155381.7659
15/07/2013,570,156287.69801
15/07/2013,585,156378.00424
15/07/2013,600,156216.68521
15/07/2013,615,158705.54538
15/07/2013,630,159593.85237
15/07/2013,645,159922.72656
15/07/2013,660,159845.46115
15/07/2013,675,159810.97226
15/07/2013,690,159336.33651
15/07/2013,705,159262.15283
15/07/2013,720,157254.78063
15/07/2013,735,157193.76597
15/07/2013,750,156918.47281
15/07/2013,765,157199.06115
15/07/2013,780,157313.03067
15/07/2013,795,155755.37204
15/07/2013,810,154787.5108
15/07/2013,825,154044.22542
15/07/2013,840,153138.76086
15/07/2013,855,149479.85306
15/07/2013,870,147562.8466
15/07/2013,885,145782.55599
15/07/2013,900,145359.41939
15/07/2013,915,143707.25937
15/07/2013,930,143151.76596
15/07/2013,945,142813.64157
15/07/2013,960,140243.36547
15/07/2013,975,138248.12573
15/07/2013,990,137133.08182
15/07/2013,1005,136026.26048
15/07/2013,1020,135136.30031
15/07/2013,1035,132084.17338
15/07/2013,1050,131127.84181
15/07/2013,1065,130309.18289
15/07/2013,1080,128040.57188
15/07/2013,1095,125886.26981
15/07/2013,1110,124351.17694
15/07/2013,1125,122925.93634
15/07/2013,1140,123034.34938
15/07/2013,1155,120967.91411
15/07/2013,1170,119209.70337
15/07/2013,1185,118648.54683
15/07/2013,1200,116898.0416
15/07/2013,1215,115176.1665
15/07/2013,1230,114469.01658
15/07/2013,1245,113210.80066
15/07/2013,1260,112353.19039
15/07/2013,1275,111638.00641
15/07/2013,1290,109978.87656
15/07/2013,1305,107402.35299
15/07/2013,1320,104963.83375
16/07/2013,-105,102771.23853
16/07/2013,-90,101442.86808
16/07/2013,-75,100075.0974
16/07/2013,-60,100141.93255
16/07/2013,-45,100188.86457
16/07/2013,-30,100259.70694
16/07/2013,-15,100522.03708
16/07/2013,0,100007.55633
16/07/2013,15,99808.943529
16/07/2013,30,99100.867309
16/07/2013,45,99082.545056
16/07/2013,60,98429.949319
16/07/2013,75,98496.791675
16/07/2013,90,98551.602457
16/07/2013,105,97939.016409
16/07/2013,120,99004.981533
16/07/2013,135,101342.86187
16/07/2013,150,102598.33026
16/07/2013,165,102908.97006
16/07/2013,180,104912.71871
16/07/2013,195,106735.87354
16/07/2013,210,107715.87896
16/07/2013,225,109925.69404
16/07/2013,240,111528.07648
16/07/2013,255,116685.32913
16/07/2013,270,119943.82179
16/07/2013,285,122203.12124
16/07/2013,300,124713.05707
16/07/2013,315,129089.26782
16/07/2013,330,132506.21529
16/07/2013,345,135457.85276
16/07/2013,360,139025.70083
16/07/2013,375,142469.54726
16/07/2013,390,143173.38871
16/07/2013,405,144956.19622
16/07/2013,420,147596.15837
16/07/2013,435,151612.27752
16/07/2013,450,153550.53834
16/07/2013,465,154510.28388
16/07/2013,480,156368.33052
16/07/2013,495,157807.09595
16/07/2013,510,158133.70814
16/07/2013,525,157323.88223
16/07/2013,540,156977.32215
16/07/2013,555,156633.3336
16/07/2013,570,157199.71672
16/07/2013,585,156276.60315
16/07/2013,600,156689.40506
16/07/2013,615,159559.06286
16/07/2013,630,160829.43886
16/07/2013,645,159523.71706
16/07/2013,660,160174.37426
16/07/2013,675,159823.4372
16/07/2013,690,159647.04493
16/07/2013,705,159645.18873
16/07/2013,720,157883.18911
16/07/2013,735,158406.50484
16/07/2013,750,157941.56365
16/07/2013,765,158765.58467
16/07/2013,780,158781.37578
16/07/2013,795,157810.69491
16/07/2013,810,157503.44082
16/07/2013,825,156551.43843
16/07/2013,840,155798.68728
16/07/2013,855,153780.3069
16/07/2013,870,153184.20054
16/07/2013,885,150132.4698
16/07/2013,900,149622.2288
16/07/2013,915,148486.38991
16/07/2013,930,147127.89747
16/07/2013,945,145966.35791
16/07/2013,960,144835.37366
16/07/2013,975,142149.08452
16/07/2013,990,140999.30239
16/07/2013,1005,140103.26351
16/07/2013,1020,138639.25302
16/07/2013,1035,136408.86356
16/07/2013,1050,135834.69827
16/07/2013,1065,133909.80174
16/07/2013,1080,131871.10274
16/07/2013,1095,130444.36726
16/07/2013,1110,128841.93641
16/07/2013,1125,127927.29218
16/07/2013,1140,126856.0174
16/07/2013,1155,124192.72649
16/07/2013,1170,121936.04016
16/07/2013,1185,119431.25822
16/07/2013,1200,117175.47624
16/07/2013,1215,116555.37625
16/07/2013,1230,116663.15777
16/07/2013,1245,116427.40902
16/07/2013,1260,114963.56023
16/07/2013,1275,113527.01124
16/07/2013,1290,112680.9722
16/07/2013,1305,110794.96031
16/07/2013,1320,108843.48619
17/07/2013,-105,106007.22418
17/07/2013,-90,104234.06406
17/07/2013,-75,103056.47199
17/07/2013,-60,103389.34544
17/07/2013,-45,102917.13601
17/07/2013,-30,103088.65063
17/07/2013,-15,102701.89567
17/07/2013,0,102687.91057
17/07/2013,15,101988.85791
17/07/2013,30,101763.64593
17/07/2013,45,101621.78188
17/07/2013,60,100929.32186
17/07/2013,75,100972.32285
17/07/2013,90,100507.95579
17/07/2013,105,100010.47291
17/07/2013,120,101192.89092
17/07/2013,135,102725.179
17/07/2013,150,104290.28674
17/07/2013,165,105950.38217
17/07/2013,180,106960.11573
17/07/2013,195,108306.90938
17/07/2013,210,109267.3766
17/07/2013,225,111096.22082
17/07/2013,240,112539.72766
17/07/2013,255,118041.59973
17/07/2013,270,121424.36435
17/07/2013,285,125151.52751
17/07/2013,300,129059.91989
17/07/2013,315,134158.08419
17/07/2013,330,136447.08024
17/07/2013,345,139118.15428
17/07/2013,360,142611.06232
17/07/2013,375,145790.31098
17/07/2013,390,147429.78774
17/07/2013,405,149564.84941
17/07/2013,420,151942.1248
17/07/2013,435,155630.05162
17/07/2013,450,156740.05733
17/07/2013,465,158896.08003
17/07/2013,480,159590.20393
17/07/2013,495,160874.44169
17/07/2013,510,162542.40813
17/07/2013,525,161700.7009
17/07/2013,540,161219.62989
17/07/2013,555,162211.78094
17/07/2013,570,162117.86261
17/07/2013,585,162108.55843
17/07/2013,600,164003.13582
17/07/2013,615,165559.20345
17/07/2013,630,165639.18783
17/07/2013,645,165771.87896
17/07/2013,660,166349.66609
17/07/2013,675,166671.73048
17/07/2013,690,166365.45734
17/07/2013,705,165089.44977
17/07/2013,720,163878.49917
17/07/2013,735,163718.19333
17/07/2013,750,163200.90805
17/07/2013,765,163176.50612
17/07/2013,780,162940.26034
17/07/2013,795,161344.64923
17/07/2013,810,160292.45221
17/07/2013,825,158903.16442
17/07/2013,840,157611.79603
17/07/2013,855,155454.86949
17/07/2013,870,153891.29324
17/07/2013,885,152639.53488
17/07/2013,900,150592.64658
